ResponseId,qid,w3_qid,ih_final,review_q_order,review_assignment,review_topic,review_ih,review_type,persuasive,enjoy,qnum,enjoy_num,persuasive_num,weight_enjoy,weight_persuasive,informative,articulated,aggressive,persuasive_me,index_all,index_obj,female,age,white,hispanic_ind,college,topic_oppinion_num,seven_point_party_num,weight_index_all,weight_index_obj,text
R_zefUDwjeGEaQfYZ,cc_IHn_222,cc_IHn_222_0,n,cc_IHn_222_0|cc_IHn_224_0|cc_IHn_152_0|cc_IHn_202_0|cc_IHn_3_0,cc_IHn_or,cc,IHn,or,Slightly persuasive,Moderately enjoyable,1,2,1,0.3333333333333333,0.3333333333333333,1,2,2,2,1.6666666666666667,1.5,0,39,1,0,1,2,2,0.3333333333333333,0.3333333333333333,"We need to stop being selfish. When we do something we know is wrong for the environment, we need to stop. We should think about our actions and do the right thing. We are responsible for the world our children inherit."
R_zefUDwjeGEaQfYZ,cc_IHn_224,cc_IHn_224_0,n,cc_IHn_222_0|cc_IHn_224_0|cc_IHn_152_0|cc_IHn_202_0|cc_IHn_3_0,cc_IHn_or,cc,IHn,or,Slightly persuasive,Moderately enjoyable,2,2,1,0.5,0.5,2,1,1,1,1.6666666666666667,1.5,0,39,1,0,1,2,2,0.5,0.5,Humans are making climate change worse. The US government has to pass laws to help climate change. We have to prevent more change in the weather. There are more extreme weather in the last 50 years.
R_zefUDwjeGEaQfYZ,cc_IHn_152,cc_IHn_152_0,n,cc_IHn_222_0|cc_IHn_224_0|cc_IHn_152_0|cc_IHn_202_0|cc_IHn_3_0,cc_IHn_or,cc,IHn,or,Not at all persuasive,Moderately enjoyable,3,2,0,0.3333333333333333,0.3333333333333333,0,0,0,0,1,1,0,39,1,0,1,2,2,0.3333333333333333,0.3333333333333333,It is obvious that we are killing the earth. Those who oppose climate change initiatives are dumb and can't think for themselves. There is no turning back in the coming years. A catastrophe is coming.
R_zefUDwjeGEaQfYZ,cc_IHn_202,cc_IHn_202_0,n,cc_IHn_222_0|cc_IHn_224_0|cc_IHn_152_0|cc_IHn_202_0|cc_IHn_3_0,cc_IHn_or,cc,IHn,or,Slightly persuasive,Moderately enjoyable,4,2,1,0.3333333333333333,0.3333333333333333,1,1,1,1,1.5,1.5,0,39,1,0,1,2,2,0.3333333333333333,0.3333333333333333,The US needs to act now. The weather isn't getting any better. We need to do everything we can to prevent climate change. It must be done now.
R_zefUDwjeGEaQfYZ,cc_IHn_3,cc_IHn_3_0,n,cc_IHn_222_0|cc_IHn_224_0|cc_IHn_152_0|cc_IHn_202_0|cc_IHn_3_0,cc_IHn_or,cc,IHn,or,Slightly persuasive,Moderately enjoyable,5,2,1,0.3333333333333333,0.3333333333333333,1,1,1,1,1.5,1.5,0,39,1,0,1,2,2,0.3333333333333333,0.3333333333333333,Climate change is obviously happening now. Steps must be taken now to stop it from furthering. If that does not happen it will obvious continue to advance. It may even become faster.
R_rqeylu7yzlVuhPz,cc_IHy_57,cc_IHy_57_3,n,cc_IHy_57_3|cc_IHy_237_2|cc_IHy_29_3|cc_IHy_133_1|cc_IHy_249_2,cc_IHy_ed,cc,IHy,ed,Slightly persuasive,Extremely enjoyable,1,4,1,0.09090909090909091,0.09090909090909091,3,3,3,4,2.6666666666666665,2.5,1,59,1,0,0,2,1,0.09090909090909091,0.09090909090909091,"We should be taking climate change seriously. The issues on climate change are being caused by human activities like using gasoline and the meat industry. It's important to approach the issue with an open mind and try to understand everyone's perspectives, but also not ignore the facts that science tells us are true about it."
R_rqeylu7yzlVuhPz,cc_IHy_237,cc_IHy_237_2,n,cc_IHy_57_3|cc_IHy_237_2|cc_IHy_29_3|cc_IHy_133_1|cc_IHy_249_2,cc_IHy_ed,cc,IHy,ed,Moderately persuasive,Very enjoyable,2,3,2,0.06666666666666667,0.06666666666666667,2,1,1,3,2.3333333333333335,2.5,1,59,1,0,0,2,1,0.06666666666666667,0.06666666666666667,"I feel we should be taking climate change more seriously. I don't know how some people are not concerned about climate change, but climate experts are concerned and I feel we should listen to them. I feel that we have had more extreme temperatures and weather events in the past few years and I think it's due to climate change. I think we should listen to the scientists and take climate change seriously."
R_rqeylu7yzlVuhPz,cc_IHy_29,cc_IHy_29_3,n,cc_IHy_57_3|cc_IHy_237_2|cc_IHy_29_3|cc_IHy_133_1|cc_IHy_249_2,cc_IHy_ed,cc,IHy,ed,Very persuasive,Extremely enjoyable,3,4,3,0.05555555555555555,0.05555555555555555,4,4,4,4,3.1666666666666665,3.5,1,59,1,0,0,2,1,0.05555555555555555,0.05555555555555555,There has been signs that the earth has been more unstable and the temperature has been rising. These things are things we should address and the country should do more to prevent it. Extreme weather will harm more people if we let it get out of control. I am on the side of doing more to prevent future harm due to climate change.
R_rqeylu7yzlVuhPz,cc_IHy_133,cc_IHy_133_1,n,cc_IHy_57_3|cc_IHy_237_2|cc_IHy_29_3|cc_IHy_133_1|cc_IHy_249_2,cc_IHy_ed,cc,IHy,ed,Not at all persuasive,Not at all enjoyable,4,0,0,0.08333333333333333,0.08333333333333333,0,0,0,0,0.6666666666666666,0,1,59,1,0,0,2,1,0.08333333333333333,0.08333333333333333,I believe that climate change is real and causing extreme weather events. I can see this just by looking out of my window.
R_rqeylu7yzlVuhPz,cc_IHy_249,cc_IHy_249_2,n,cc_IHy_57_3|cc_IHy_237_2|cc_IHy_29_3|cc_IHy_133_1|cc_IHy_249_2,cc_IHy_ed,cc,IHy,ed,Moderately persuasive,Extremely enjoyable,5,4,2,0.06666666666666667,0.06666666666666667,2,3,2,4,2.8333333333333335,3,1,59,1,0,0,2,1,0.06666666666666667,0.06666666666666667,The U.S. should do more to prevent climate change and extreme weather events because it is an important issues needs immediate attention. Taking care of the earth and the climate is very important. We need to be thinking about future generations.
R_b88atbqVvXlc7HH,im_IHy_117,im_IHy_117_1,n,im_IHy_117_1|im_IHy_82_2|im_IHy_43_2|im_IHy_35_3|im_IHy_12_3,im_IHy_ed,im,IHy,ed,Slightly persuasive,Moderately enjoyable,1,2,1,0.07692307692307693,0.07692307692307693,1,2,0,2,2,1.5,1,23,1,0,1,2,3,0.07692307692307693,0.07692307692307693,"Everybody knows that immigrants coming to our country are mostly honest people just trying to make a better life. Immigrants definitely contribute a lot to our society, and not simply burden the system. Smart people know that most immigrants are not criminals or dangerous. Other Americans have an irrational fear of immigrants raising crime rates and stealing jobs."
R_b88atbqVvXlc7HH,im_IHy_82,im_IHy_82_2,n,im_IHy_117_1|im_IHy_82_2|im_IHy_43_2|im_IHy_35_3|im_IHy_12_3,im_IHy_ed,im,IHy,ed,Slightly persuasive,Moderately enjoyable,2,2,1,0.07142857142857142,0.07142857142857142,1,2,0,1,1.8333333333333333,1.5,1,23,1,0,1,2,3,0.07142857142857142,0.07142857142857142,Recent immigration obviously has done some good and some harm. The good has outweighed the harm by bringing deserving immigrants to our country. The recent immigration is sparking debate that would be helpful in policy setting. The recent immigration has definitely done more good than harm.
R_b88atbqVvXlc7HH,im_IHy_43,im_IHy_43_2,n,im_IHy_117_1|im_IHy_82_2|im_IHy_43_2|im_IHy_35_3|im_IHy_12_3,im_IHy_ed,im,IHy,ed,Moderately persuasive,Very enjoyable,3,3,2,0.14285714285714285,0.14285714285714285,2,3,0,2,2.6666666666666665,2.5,1,23,1,0,1,2,3,0.14285714285714285,0.14285714285714285,"Immigration has been a definite blessing for America, in that it has diversified culture and helped maintain agricultural work. Of course I can see that some issues could arise from immigration, such as overpopulation and work exploitation. There can be bad that comes from good, but it's still good overall."
R_b88atbqVvXlc7HH,im_IHy_35,im_IHy_35_3,n,im_IHy_117_1|im_IHy_82_2|im_IHy_43_2|im_IHy_35_3|im_IHy_12_3,im_IHy_ed,im,IHy,ed,Moderately persuasive,Moderately enjoyable,4,2,2,0.1111111111111111,0.1111111111111111,2,3,0,3,2.6666666666666665,2,1,23,1,0,1,2,3,0.1111111111111111,0.1111111111111111,"Because the topic of immigration is straightforward, it seems obvious to suggest that recent immigration has overall done more good than harm. Immigrants have also made significant contributions to the economy, culture, and workforce. It's essential to engage in respectful dialogue and seek out diverse perspectives in order to address this basic issue."
R_b88atbqVvXlc7HH,im_IHy_12,im_IHy_12_3,n,im_IHy_117_1|im_IHy_82_2|im_IHy_43_2|im_IHy_35_3|im_IHy_12_3,im_IHy_ed,im,IHy,ed,Not at all persuasive,Slightly enjoyable,5,1,0,0.06666666666666667,0.06666666666666667,0,1,0,1,1.1666666666666667,0.5,1,23,1,0,1,2,3,0.06666666666666667,0.06666666666666667,It is very obvious that recent immigration into the U.S. has done more good than harm....no question about it.
R_2BrnIC7OqesNULq,im_IHy_35,im_IHy_35_0,y,im_IHy_35_0|im_IHy_85_0|im_IHy_136_0|im_IHy_54_0|im_IHy_82_0,im_IHy_or,im,IHy,or,Very persuasive,Very enjoyable,1,3,3,0.3333333333333333,0.3333333333333333,4,4,0,3,3.5,3,0,23,1,0,1,1,-2,0.3333333333333333,0.3333333333333333,"While the topic of immigration is complex and multifaceted, it seems reasonable to suggest that recent immigration has overall done more good than harm. While there may be some challenges associated with assimilating newcomers into society, immigrants have also made significant contributions to the economy, culture, and workforce. However, it's important to recognize that not everyone may share this view, and that there are valid concerns and critiques of immigration policies and their impacts. It's essential to engage in respectful dialogue and seek out diverse perspectives in order to fully understand and address the complexities of this issue."
R_2BrnIC7OqesNULq,im_IHy_85,im_IHy_85_0,y,im_IHy_35_0|im_IHy_85_0|im_IHy_136_0|im_IHy_54_0|im_IHy_82_0,im_IHy_or,im,IHy,or,Slightly persuasive,Moderately enjoyable,2,2,1,0.5,0.5,2,1,0,1,1.8333333333333333,1.5,0,23,1,0,1,1,-2,0.5,0.5,"I feel like recent immigration has helped our country. I'm no expert, but it seems that the postives that immigrants bring to the US outweigh the negative. There are many jobs that immigrants qualify for that Americans don't want. And they also bring culture to our country."
R_2BrnIC7OqesNULq,im_IHy_136,im_IHy_136_0,y,im_IHy_35_0|im_IHy_85_0|im_IHy_136_0|im_IHy_54_0|im_IHy_82_0,im_IHy_or,im,IHy,or,Moderately persuasive,Moderately enjoyable,3,2,2,0.5,0.5,3,2,0,2,2.5,2,0,23,1,0,1,1,-2,0.5,0.5,"I think that immigration is helpful to the US because it brings diversity to the commons. I think that immigrants are the backbone of the country, at least that is what I was taught. Immigrants might take jobs that natural citizens would not, or so I have read. I could be wrong, but my feeling is that immigrants are a plus."
R_2BrnIC7OqesNULq,im_IHy_54,im_IHy_54_0,y,im_IHy_35_0|im_IHy_85_0|im_IHy_136_0|im_IHy_54_0|im_IHy_82_0,im_IHy_or,im,IHy,or,Not at all persuasive,Slightly enjoyable,4,1,0,0.5,0.5,1,1,1,0,1,0.5,0,23,1,0,1,1,-2,0.5,0.5,"Immigrants have as much right to live in our country as we do. If they like the U.S. as a place to live, who are we to stop them from coming here? I understand people are scared about more job competition. But evidence shows immigrants aren't ""stealing"" jobs from non-immigrant Americans."
R_2BrnIC7OqesNULq,im_IHy_82,im_IHy_82_0,y,im_IHy_35_0|im_IHy_85_0|im_IHy_136_0|im_IHy_54_0|im_IHy_82_0,im_IHy_or,im,IHy,or,Moderately persuasive,Moderately enjoyable,5,2,2,0.3333333333333333,0.3333333333333333,2,1,1,2,2,2,0,23,1,0,1,1,-2,0.3333333333333333,0.3333333333333333,Recent immigration probably has done some good and some harm. I'm no expert but I think the good has outweighed the harm by bringing deserving immigrants to our country. It seems like the recent immigration is sparking debate that could be helpful in policy setting. The recent immigration seems to have done more good than harm but I am not totally sure.
R_1QoXBIG2UlUqrrB,cc_IHy_87,cc_IHy_87_1,n,cc_IHy_87_1|cc_IHy_27_1|cc_IHy_112_1|cc_IHy_208_1|cc_IHy_216_3,cc_IHy_ed,cc,IHy,ed,Very persuasive,Moderately enjoyable,1,2,3,0.14285714285714285,0.14285714285714285,2,3,0,1,2.5,2.5,1,48,1,0,1,2,1,0.14285714285714285,0.14285714285714285,"Everyone knows climate change is real and is due to human behavior. We need to can act now and protect our planet. We have to do so and leave the world in the best shape possible for ourselves and our future generations. This is the only way that we can save the world, we should do our best to keep it in the greatest shape possible"
R_1QoXBIG2UlUqrrB,cc_IHy_27,cc_IHy_27_1,n,cc_IHy_87_1|cc_IHy_27_1|cc_IHy_112_1|cc_IHy_208_1|cc_IHy_216_3,cc_IHy_ed,cc,IHy,ed,Slightly persuasive,Not at all enjoyable,2,0,1,0.09090909090909091,0.09090909090909091,0,1,0,0,1,0.5,1,48,1,0,1,2,1,0.09090909090909091,0.09090909090909091,"Here in the U.S. we really need to do more to prevent climate change. For one thing, we could do more research on it. See how other countries work with extreme weather events. Collect all the data and when we prove that climate change is a threat see what options we have!"
R_1QoXBIG2UlUqrrB,cc_IHy_112,cc_IHy_112_1,n,cc_IHy_87_1|cc_IHy_27_1|cc_IHy_112_1|cc_IHy_208_1|cc_IHy_216_3,cc_IHy_ed,cc,IHy,ed,Moderately persuasive,Very enjoyable,3,3,2,0.14285714285714285,0.14285714285714285,3,3,2,3,2.6666666666666665,2.5,1,48,1,0,1,2,1,0.14285714285714285,0.14285714285714285,"US is doing nothing to prevent climate change and we should be doing more. We're a big, rich country that can set an example for the world. We can make a big impact on climate change. I would not like to hear what other people have to say."
R_1QoXBIG2UlUqrrB,cc_IHy_208,cc_IHy_208_1,n,cc_IHy_87_1|cc_IHy_27_1|cc_IHy_112_1|cc_IHy_208_1|cc_IHy_216_3,cc_IHy_ed,cc,IHy,ed,Slightly persuasive,Moderately enjoyable,4,2,1,0.1111111111111111,0.1111111111111111,3,2,0,1,2.1666666666666665,1.5,1,48,1,0,1,2,1,0.1111111111111111,0.1111111111111111,"The U.S should 100% be taking climate change more seriously. It's no question that if we did, things could be a lot better for everybody. The answers to change this positive are out there."
R_1QoXBIG2UlUqrrB,cc_IHy_216,cc_IHy_216_3,n,cc_IHy_87_1|cc_IHy_27_1|cc_IHy_112_1|cc_IHy_208_1|cc_IHy_216_3,cc_IHy_ed,cc,IHy,ed,Slightly persuasive,Slightly enjoyable,5,1,1,0.07692307692307693,0.07692307692307693,1,1,0,1,1.5,1,1,48,1,0,1,2,1,0.07692307692307693,0.07692307692307693,"Climate change is a big issue. Ice caps are melting due to climate change, after all. Melted ice caps will lead to extinctions, rising sea levels, and other bad stuff. We need to be more careful."
R_2rMKkjE0teRNxIy,gc_IHn_13,gc_IHn_13_2,y,gc_IHn_13_2|gc_IHn_32_4|gc_IHn_103_2|gc_IHn_13_1|gc_IHn_9_1,gc_IHn_ed,gc,IHn,ed,Moderately persuasive,Very enjoyable,1,3,2,0.0625,0.0625,2,2,2,2,2.1666666666666665,2.5,1,50,1,0,0,2,0,0.0625,0.0625,"Personally I believe gun laws should be stricter. People are dying because of our lax laws, in my opinion. Other countries have not greater issues with mental health, yet I don't think they need active shooter drills in schools and their citizens may not fear dying by guns on a daily basis. I feel we should not continue with the same laws we have and have a just and safe society."
R_2rMKkjE0teRNxIy,gc_IHn_32,gc_IHn_32_4,y,gc_IHn_13_2|gc_IHn_32_4|gc_IHn_103_2|gc_IHn_13_1|gc_IHn_9_1,gc_IHn_ed,gc,IHn,ed,Slightly persuasive,Slightly enjoyable,2,1,1,0.0625,0.0625,1,1,2,1,1.1666666666666667,1,1,50,1,0,0,2,0,0.0625,0.0625,"Mass shootings are commonplace in the United States. People are acquiring guns with the intent to hurt people. There are some acceptable reasons for someone to be shooting an assault riffle in their back yard of a residential home, but the people fighting hardest of gun rights are often the very people who concern me the most about having guns, and I'm not sure everyone should have one."
R_2rMKkjE0teRNxIy,gc_IHn_103,gc_IHn_103_2,y,gc_IHn_13_2|gc_IHn_32_4|gc_IHn_103_2|gc_IHn_13_1|gc_IHn_9_1,gc_IHn_ed,gc,IHn,ed,Moderately persuasive,Very enjoyable,3,3,2,0.08333333333333333,0.09090909090909091,2,2,2,2,2.1666666666666665,2.5,1,50,1,0,0,2,0,0.08333333333333333,0.08333333333333333,Gun ownership could be made stricter. Bad people are using guns for bad things. There is a possible need to make it harder for criminals to get guns. Stricter gun laws could make the country safer.
R_2rMKkjE0teRNxIy,gc_IHn_13,gc_IHn_13_1,y,gc_IHn_13_2|gc_IHn_32_4|gc_IHn_103_2|gc_IHn_13_1|gc_IHn_9_1,gc_IHn_ed,gc,IHn,ed,Moderately persuasive,Very enjoyable,4,3,2,0.0625,0.0625,2,2,2,2,2.1666666666666665,2.5,1,50,1,0,0,2,0,0.0625,0.0625,"I personally think Gun laws should be stricter. People are dying because of our lax laws. Other countries have no greater issues with mental health, yet they do not need active shooter drills in schools and their citizens do not fear dying by guns on a daily basis. I don't think we can continue with the same laws we have and have a just and safe society."
R_2rMKkjE0teRNxIy,gc_IHn_9,gc_IHn_9_1,y,gc_IHn_13_2|gc_IHn_32_4|gc_IHn_103_2|gc_IHn_13_1|gc_IHn_9_1,gc_IHn_ed,gc,IHn,ed,Moderately persuasive,Very enjoyable,5,3,2,0.125,0.125,0,2,1,2,2,2.5,1,50,1,0,0,2,0,0.125,0.125,I think gun ownership laws in the United States should be made stricter. It seems too easy for kids to get guns.
R_svAQvzoBQ5Q1ixz,gc_IHn_84,gc_IHn_84_0,n,gc_IHn_84_0|gc_IHn_44_0|gc_IHn_28_0|gc_IHn_109_0|gc_IHn_2_0,gc_IHn_or,gc,IHn,or,Slightly persuasive,Slightly enjoyable,1,1,1,0.3333333333333333,0.3333333333333333,1,1,3,1,1,1,1,30,0,1,1,2,1,0.3333333333333333,0.3333333333333333,Everyone knows guns are the reason for mass shootings. Only those who want to wreak havoc are definitely buying guns. We should restrict the purchase of guns to law enforcement. It's obvious that less gun ownership will lead to less mass shootings
R_svAQvzoBQ5Q1ixz,gc_IHn_44,gc_IHn_44_0,n,gc_IHn_84_0|gc_IHn_44_0|gc_IHn_28_0|gc_IHn_109_0|gc_IHn_2_0,gc_IHn_or,gc,IHn,or,Slightly persuasive,Slightly enjoyable,2,1,1,0.3333333333333333,0.3333333333333333,1,1,3,1,1,1,1,30,0,1,1,2,1,0.3333333333333333,0.3333333333333333,Gun laws need to be stricter. There are too many gun incidents in the U.S. and this must be decreased. People who onw guns do more harm than bad. Gun ownership leads to more death.
R_svAQvzoBQ5Q1ixz,gc_IHn_28,gc_IHn_28_0,n,gc_IHn_84_0|gc_IHn_44_0|gc_IHn_28_0|gc_IHn_109_0|gc_IHn_2_0,gc_IHn_or,gc,IHn,or,Moderately persuasive,Moderately enjoyable,3,2,2,0.3333333333333333,0.3333333333333333,3,3,2,3,2.5,2,1,30,0,1,1,2,1,0.3333333333333333,0.3333333333333333,"There is only one reason for these semi-automatic rifles and their purpose is not to hunt, it is to obliterate bodies. And these guns are still being taken into schools where vulnerable children are. We've got to stop this madness."
R_svAQvzoBQ5Q1ixz,gc_IHn_109,gc_IHn_109_0,n,gc_IHn_84_0|gc_IHn_44_0|gc_IHn_28_0|gc_IHn_109_0|gc_IHn_2_0,gc_IHn_or,gc,IHn,or,Moderately persuasive,Moderately enjoyable,4,2,2,0.3333333333333333,0.3333333333333333,2,2,1,2,2.1666666666666665,2,1,30,0,1,1,2,1,0.3333333333333333,0.3333333333333333,"It's only common sense to make gun laws stricter. If lunatics have an even harder time buying guns, they can't shoot people. I'm tired of worrying about which elementary school will be shot up next. Stricter laws are the only way to go."
R_svAQvzoBQ5Q1ixz,gc_IHn_2,gc_IHn_2_0,n,gc_IHn_84_0|gc_IHn_44_0|gc_IHn_28_0|gc_IHn_109_0|gc_IHn_2_0,gc_IHn_or,gc,IHn,or,Moderately persuasive,Moderately enjoyable,5,2,2,0.3333333333333333,0.3333333333333333,2,2,0,2,2.3333333333333335,2,1,30,0,1,1,2,1,0.3333333333333333,0.3333333333333333,Guns are obviously a major problem in the US. Laws should be stricter to prevent shootings. Stricter control means less violence. It necessary to make strict laws.
R_3FJzy8dkO2nvQ4T,im_IHy_102,im_IHy_102_1,n,im_IHy_102_1|im_IHy_38_2|im_IHy_113_2|im_IHy_136_3|im_IHy_85_1,im_IHy_ed,im,IHy,ed,Very persuasive,Very enjoyable,1,3,3,0.08333333333333333,0.08333333333333333,3,4,0,2,3.1666666666666665,3,0,73,1,0,1,-1,-2,0.08333333333333333,0.08333333333333333,"Immigration has made the US more empathetic and open. People want to come here and have a new life. This will bring in more willing workers and taxpayers, who will love this country."
R_3FJzy8dkO2nvQ4T,im_IHy_38,im_IHy_38_2,n,im_IHy_102_1|im_IHy_38_2|im_IHy_113_2|im_IHy_136_3|im_IHy_85_1,im_IHy_ed,im,IHy,ed,Moderately persuasive,Moderately enjoyable,2,2,2,0.1,0.1,2,3,0,1,2.3333333333333335,2,0,73,1,0,1,-1,-2,0.1,0.1,"immigration has helped America. I know they have a tough time when they first arrive, but most of them overcome this. They acclimate well depending on which part of the country they move to. If you're an immigrant then overall, you should feel comfortable in America."
R_3FJzy8dkO2nvQ4T,im_IHy_113,im_IHy_113_2,n,im_IHy_102_1|im_IHy_38_2|im_IHy_113_2|im_IHy_136_3|im_IHy_85_1,im_IHy_ed,im,IHy,ed,Very persuasive,Very enjoyable,3,3,3,0.14285714285714285,0.14285714285714285,4,3,0,2,3.1666666666666665,3,0,73,1,0,1,-1,-2,0.14285714285714285,0.14285714285714285,"Recent immigration has done more good than harm because all of the immigrants that arrived have arrived with good intentions. The US needs a stronger, younger workforce, especially with manual labor jobs, and these newly arrived immigrants can fill the void. Immigrants are much more law-abiding than the average citizen. The benefits of the newly arrived far outweigh the negatives."
